ansatzbezeichnung;kontenbezeichnung;voranschlag-rj
Kindergarten Tisis Carina;Telekommunikationsdienste;1000
Kindergarten Tisis Carina;Miete und Betriebskosten;56000
Kindergarten Tisis Carina;Kostenbeiträge / Verumlagung;0
Kindergarten Tisis Carina;Sonstige Leistungen;500
Kindergarten Tisis Carina;Dv-Programme;800
Kindergarten Tisis Carina;Aufwand Hygieneartikel;1000
Kindergarten Tisis Carina;Sonstige Ausgaben;400
Kindergarten Tisis Gallmist;Betriebsausstattung;4800
Kindergarten Tisis Gallmist;Spielplatzeinrichtungen;1800
Kindergarten Tisis Gallmist;Geringwertige Wirtschaftsgüter;2200
Kindergarten Tisis Gallmist;Gw.Wg. Kindergartenerhaltung;500
Kindergarten Tisis Gallmist;Lebensmittel;9400
Kindergarten Tisis Gallmist;Brennstoffe;2300
Kindergarten Tisis Gallmist;Reinigungsmittel;600
Kindergarten Tisis Gallmist;Sonstige Verbrauchsgüter;700
Kindergarten Tisis Gallmist;Beschäftigungsmaterial;900
Kindergarten Tisis Gallmist;Werkmaterial;2000
Kindergarten Tisis Gallmist;Geldbezüge Angestellte;0
Kindergarten Tisis Gallmist;Geldbezüge Angestellte Kleinkindergruppe;91700
Kindergarten Tisis Gallmist;Geldbezüge Angestellte Normalgruppe;207400
Kindergarten Tisis Gallmist;Geldbezüge Aushilfen;0
Kindergarten Tisis Gallmist;Geldbezüge Aushilfen Kleinkindergruppe;3100
Kindergarten Tisis Gallmist;Geldbezüge Aushilfen Normalgruppe;3100
Kindergarten Tisis Gallmist;Reisegebühren;0
Kindergarten Tisis Gallmist;Reisegebühren Kleinkindergruppe;1100
Kindergarten Tisis Gallmist;Reisegebühren Normalgruppe;1600
Kindergarten Tisis Gallmist;Mehrleistungsvergütung;0
Kindergarten Tisis Gallmist;Dgb-Angest.Und Arbeit.;0
Kindergarten Tisis Gallmist;Dgb-Angest.u.Arbeiter Kleinkindergruppe;19900
Kindergarten Tisis Gallmist;Dgb-Angest.u.Arbeiter Normalgruppe;42500
Kindergarten Tisis Gallmist;Pensionskassa DG-Beitrag;0
Kindergarten Tisis Gallmist;Pensionskassa DG-Beitrag Kleinkindergruppe;800
Kindergarten Tisis Gallmist;Pensionskassa DG-Beitrag Normalgruppe;1800
Kindergarten Tisis Gallmist;Mitarbeitervorsorge (Abfertigung neu);0
Kindergarten Tisis Gallmist;Mitarbeitervorsorge (Abfertig.neu) Kleinkindergruppe;400
Kindergarten Tisis Gallmist;Mitarbeitervorsorge (Abfertig.neu) Normalgruppe;2600
Kindergarten Tisis Gallmist;Fla-Btg.F.Angest.U.Arb;0
Kindergarten Tisis Gallmist;Fla-Btg.F.Angest.U.Arb Kleinkindergruppe;3700
Kindergarten Tisis Gallmist;Fla-Btg.F.Angest.U.Arb Normalgruppe;8200
Kindergarten Tisis Gallmist;Energiebezüge;3000
Kindergarten Tisis Gallmist;Instandhaltung von Grund und Boden;1000
Kindergarten Tisis Gallmist;Instandhaltung von Spielplatzeinrichtungen;2400
Kindergarten Tisis Gallmist;Instandhaltung von Gebäuden und Bauten;3000
Kindergarten Tisis Gallmist;Instandh. Heizung;1500
Kindergarten Tisis Gallmist;Fremdreinigung;1000
Kindergarten Tisis Gallmist;Instandhaltung von sonstigen Anlagen;1500
Kindergarten Tisis Gallmist;Telekommunikationsdienste;1600
Kindergarten Tisis Gallmist;Versicherungen;800
Kindergarten Tisis Gallmist;Kostenbeiträge / Verumlagung;0
Kindergarten Tisis Gallmist;Sonstige Leistungen;200
Kindergarten Tisis Gallmist;Dv-Programme;800
Kindergarten Tisis Gallmist;Aufwand Hygieneartikel;700
Kindergarten Tisis Gallmist;Sonstige Ausgaben;700
Sonstige Vorschulische Belange;Brennstoffe;3400
Sonstige Vorschulische Belange;Druckwerke;4000
Sonstige Vorschulische Belange;Energiebezüge;5200
Sonstige Vorschulische Belange;Miete und Betriebskosten;26000
Sonstige Vorschulische Belange;Sonstige Aufwendungen / Prävention und Sprachförderung;15000
Sonstige Vorschulische Belange;Sonstige Aufwendungen / Sommerbetreuung;16000
Sonstige Vorschulische Belange;Zuwendung an private Kinderbetreuungseinrichtungen;8000
Sonstige Vorschulische Belange;Zuwendung Betreuungsangebote;729500
Sonstige Vorschulische Belange;Zuwendung private Kinderbetreuung;100000
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Betriebsausstattung;2000
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Geringwertige Wirtschaftsgüter;1200
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Gw.Wg. Kindergartenerhaltung;500
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Lebensmittel;25000
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Reinigungsmittel;400
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Sonst.Verbrauchsgüter;300
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Beschäftigungsmaterial;500
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Werkmaterial;2200
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Geldbezüge Angestellte;68600
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Geldbezüge Aushilfen;4100
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Reisegebühren;900
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Dgb-Angest.Und Arbeit.;14500
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Pensionskassa DG-Beitrag;600
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Mitarbeitervorsorge (Abfertigung neu);1100
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Fla-Btg.F.Angest.U.Arb;2900
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Instandhaltung von Gebäuden und Bauten;2000
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Instandhaltung von sonstigen Anlagen;600
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Telekommunikationsdienste;900
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Versicherungen;100
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Dv-Programme;400
Kindertagesbetreuungsstätte Praxishort Kaleidoskop;Sonstige Ausgaben;100
Jugendherberge Siechenhaus;Instandhaltung von Grund und Boden;500
Jugendherberge Siechenhaus;Instandhaltung von Gebäuden und Bauten;5500
Jugendherberge Siechenhaus;Instandh. Aufzug;2500
Jugendherberge Siechenhaus;Instandh. Heizung;1500
Jugendherberge Siechenhaus;Instandh. Brandmeldeanlage;2000
Jugendherberge Siechenhaus;Telekommunikationsdienste;1500
Jugendherberge Siechenhaus;Versicherungen;1300
Jugendherberge Siechenhaus;Öffentliche Abgaben;100
Jugendherberge Siechenhaus;Kostenbeiträge / Verumlagung;0
Jugendherberge Siechenhaus;Sonstige Leistungen;1000
Jugendhaus Graf-Hugo;Brennstoffe;0
Jugendhaus Graf-Hugo;Energiebezüge;0
Jugendhaus Graf-Hugo;Instandh. Gebäude;0
Jugendhaus Graf-Hugo;Instandh. Heizung;0
Jugendhaus Graf-Hugo;Versicherungen;1200
Jugendhaus Graf-Hugo;Miete und Betriebskosten;5000
Jugendhaus;Geringwertige Wirtschaftsgüter;1000
Jugendhaus;Brennstoffe;15000
Jugendhaus;Sonstige Verbrauchsgüter;1000
Jugendhaus;Energiebezüge;6000
Jugendhaus;Instandhaltung von Gebäuden und Bauten;5000
Jugendhaus;Instandh. Heizung, Klimaanl.;0
Jugendhaus;Instandh. Brandmeldeanlagen;0
Jugendhaus;Instandhaltung von sonstigen Anlagen;0
Jugendhaus;Telekommunikationsdienste;0
Jugendhaus;Zinsen für Finanzschulden;0
Jugendhaus;Kreditzinsen;10000
Jugendhaus;Versicherungen;2500
Jugendhaus;Miete und Betriebskosten;100
Jugendhaus;Öffentliche Abgaben;1600
Jugendhaus;Kostenbeiträge / Verumlagung;0
Jugendhaus;Entgelte für sonstige Leistungen;1000
Jugendverkehrserziehung;Umlage Kosten Bauhof;1000
Jugendverkehrserziehung;Sonstige Aufwendungen;1000
Allgemeine Jugendförderung;Amtsausstattung;3500
Allgemeine Jugendförderung;Treibstoffe Pkw;1800
Allgemeine Jugendförderung;Geldbezüge Angestellte;162500
Allgemeine Jugendförderung;Geldbezüge Aushilfen;25900
Allgemeine Jugendförderung;Reisegebühren;1500
Allgemeine Jugendförderung;Dgb-Angest.Und Arbeit.;37700
Allgemeine Jugendförderung;Pensionskassa DG-Beitrag;1300
Allgemeine Jugendförderung;Mitarbeitervorsorge (Abfertigung neu);2600
Allgemeine Jugendförderung;Fla-Btg.F.Angest.U.Arb;7400
Allgemeine Jugendförderung;Instandhaltung Pkw;2500
Allgemeine Jugendförderung;Versicherung Kfz;400
Allgemeine Jugendförderung;Öffentliche Abgaben;300
Allgemeine Jugendförderung;Entgelte für sonstige Leistungen / Beteiligungsprojekte;8000
Allgemeine Jugendförderung;Sonstige Aufwendungen / Jugendarbeit;10000
Allgemeine Jugendförderung;Sonstige Aufwendungen / Semesterferienprogramm;5800
Allgemeine Jugendförderung;Sonstige Aufwendungen / Osterferienprogramm;7500
Allgemeine Jugendförderung;Sonstige Aufwendungen / Sommerferienprogramm;1000
Allgemeine Jugendförderung;Sonstige Aufwendungen / Kindermaskenball;2500
Allgemeine Jugendförderung;Sonstige Aufwendungen / Kinderkino;2000
Allgemeine Jugendförderung;Sonstige Aufwendungen / Kinderstadt;23000
Allgemeine Jugendförderung;Jugendservicestelle;10000
Allgemeine Jugendförderung;Jugendaustauschprogramm;1000
Allgemeine Jugendförderung;Transfers an private Organisationen ohne Erwerbszweck;26500
Allgemeine Jugendförderung;Transfers an Verbände und Vereine;0
Allgemeine Jugendförderung;Transfers an Jugendarbeit;0
Allgemeine Jugendförderung;Transfers an Offene Jugendarbeit;0
Allgemeine Jugendförderung;Transfers an Aktionen alkoholfreie Getränke;0
Allgemeine Jugendförderung;Transfers an Präventionsarbeit;0
Allgemeine Jugendförderung;Zuwendung Jugendarbeit;2500
Allgemeine Jugendförderung;Zuwendung Offene Jugendarbeit;310000
Allgemeine Jugendförderung;Zuwendung Aktion alkoholfreie Getränke;3000
Sportplätze;Sonstige Grundstückseinrichtungen / Volleyballplatz;0
Sportplätze;Betriebsausstattung;5500
Sportplätze;Betriebsausstattung Waldstadion u. Sportplätze FZO;0
Sportplätze;Betriebsausstattung Waldbad;5300
Sportplätze;Schuldentilgung;130700
Sportplätze;Schuldentilgung;42000
Sportplätze;Schuldentilgung;2500
Sportplätze;Schuldentilgung;700
Sportplätze;Instandhaltung von Gebäuden und Bauten / Sportanlagen;179300
Sportplätze;Instandh. Waldstadion u. Sportplätze FZO;27000
Sportplätze;Instandh. Waldbad;23300
Sportplätze;Instandh. Waldcamping;3000
Sportplätze;Instandhaltung von Gebäuden und Bauten / Skatepark;7300
Sportplätze;Instandhaltung von Gebäuden und Bauten / Finnenbahn;8000
Sportplätze;Instandhaltung von sonstigen Anlagen / Fitnesspark;1000
Sportplätze;Kreditzinsen;9100
Sportplätze;Kreditzinsen;5100
Sportplätze;Kreditzinsen;600
Sportplätze;Kreditzinsen;800
Sportplätze;Versicherungen;7300
Sportplätze;Pachtzinse;4300
Sportplätze;Öffentliche Abgaben;1600
Sportplätze;Kostenbeiträge / Verumlagung;0
Sportplätze;Transfers an Unternehmen / FBF;447300
Sporthalle Reichenfeld;Betriebsausstattung;2000
Sporthalle Reichenfeld;Geringwertige Wirtschaftsgüter;900
Sporthalle Reichenfeld;Brennstoffe;10500
Sporthalle Reichenfeld;Reinigungsmittel;5000
Sporthalle Reichenfeld;Sonstige Verbrauchsgüter;2500
Sporthalle Reichenfeld;Geldbezüge Angestellte;17700
Sporthalle Reichenfeld;Geldbezüge Arbeiter;19200
Sporthalle Reichenfeld;Geldbezüge Aushilfen;1600
Sporthalle Reichenfeld;Reisegebühren;500
Sporthalle Reichenfeld;Sonst.Aufwandsentschä.;500
Sporthalle Reichenfeld;Mehrleistungsvergütung;10300
Sporthalle Reichenfeld;Dgb-Angest.Und Arbeit.;10200
Sporthalle Reichenfeld;Pensionskassa DG-Beitrag;400
Sporthalle Reichenfeld;Mitarbeitervorsorge (Abfertigung neu);300
Sporthalle Reichenfeld;Fla-Btg.F.Angest.U.Arb;1900
Sporthalle Reichenfeld;Energiebezüge;17000
Sporthalle Reichenfeld;Instandhaltung von Grund und Boden;300
Sporthalle Reichenfeld;Instandhaltung von Gebäuden und Bauten;23500
Sporthalle Reichenfeld;Instandh. Aufzug;1500
Sporthalle Reichenfeld;Instandh. Heizung, Klimaanl.;6500
Sporthalle Reichenfeld;Instandhaltung von sonstigen Anlagen;3000
Sporthalle Reichenfeld;Instandh. Telefonanlage;200
Sporthalle Reichenfeld;Telekommunikationsdienste;1800
Sporthalle Reichenfeld;Telekommunikationsdienste / Datennetz;0
Sporthalle Reichenfeld;Versicherungen;5000
Sporthalle Reichenfeld;Sonstige Leistungen;1000
Allgemeine Sportförderung;Öffentl. Abgaben, Kfz-Steuer;400
Allgemeine Sportförderung;Sonstige Aufwendungen;0
Allgemeine Sportförderung;Eigene Veranstaltungen;150000
Allgemeine Sportförderung;Transfers an private Organisationen;160000
Allgemeine Sportförderung;Zuwendung an Sportprojekte;55000
Allgemeine Sportförderung;Zuwendung Ehrungen und Ehrenpreise;5000
Büchereien;Betriebsausstattung;0
Büchereien;Geringwertige Wirtschaftsgüter;1500
Büchereien;Energiebezüge;500
Büchereien;Telekommunikationsdienste;500
Büchereien;Versicherungen;500
Büchereien;Miete und Betriebskosten;600
Büchereien;Entgelte für sonstige Leistungen;2000
Büchereien;Sonstige Aufwendungen;2000
Büchereien;Zuwendung an Büchereien;43500
Allgemeine Förderung der Volksbildung;Sonstige Aufwendungen / Veranstaltungen und Vorträge;500
Allgemeine Förderung der Volksbildung;Sonstige Aufwendungen / Interkulturelle Angelegenheiten, Integration;10000
Allgemeine Förderung der Volksbildung;Transfers an private Organisationen ohne Erwerbszweck;8900
Allgemeine Förderung der Volksbildung;Zuw. Bildungszentren;33800
Stadtbibliothek;Ankauf von Werken;5000
Stadtbibliothek;Gw. Wg. des Anlagevermögens;400
Stadtbibliothek;Gw. Wg. und Werke;3000
Stadtbibliothek;Schreib-und Büromittel;500
Stadtbibliothek;Druckwerke / Ankauf;24000
Stadtbibliothek;Vervielfältigungen;2500
Stadtbibliothek;Geldbezüge Angestellte;153400
Stadtbibliothek;Reisegebühren;1700
Stadtbibliothek;Sonst.Aufwandsentschä.;2000
Stadtbibliothek;Mehrleistungsvergütung;2000
Stadtbibliothek;Dgb-Angest.und Arbeit.;32000
Stadtbibliothek;Kommunalsteuer;4800
Stadtbibliothek;Pensionskassa DG-Beitrag;1200
Stadtbibliothek;Mitarbeitervorsorge (Abfertigung neu);1600
Stadtbibliothek;Fla-Btg.F.Angest.U.Arb;6200
Stadtbibliothek;Instandh. Einrichtung;100
Stadtbibliothek;Datennetz Telekommunikationsdienste;1500
Stadtbibliothek;DV-Verbund;1500
Stadtbibliothek;Bibliothekserfordernisse;4000
Stadtbibliothek;Entgelte für sonstige Leistungen;6000
Stadtbibliothek;Aufwand Veranstaltungen / Palaisgespräche;10000
Stadtbibliothek;DV-Programme;2100
Stadtbibliothek;Sonstige Aufwendungen;3000
Stadtbibliothek;Zuwendung an private Organisationen / Bibliotheksaufwand;6000
Kulturamt;Gw. Wg. des Anlagevermögens;500
Kulturamt;Schreib- und Büromittel;600
Kulturamt;Vervielfältigungen;2400
Kulturamt;Geldbezüge Angestellte;537500
Kulturamt;Geldbezüge Aushilfen;20700
Kulturamt;Reisegebühren;4100
Kulturamt;Mehrleistungsvergütung;0
Kulturamt;Dienstjubiläen;0
Kulturamt;Dgb-Angest.Und Arbeit.;111300
Kulturamt;Pensionskassa DG-Beitrag;1700
Kulturamt;Mitarbeitervorsorge (Abfertigung neu);3100
Kulturamt;Fla-Btg.F.Angest.U.Arb;21500
Kulturamt;Instandh. Einrichtung;100
Kulturamt;Telekommunikationsdienste;300
Kulturamt;Mietzins/Betriebskosten;31000
Kulturamt;Entgelte für sonstige Leistungen;500
Kulturamt;Entgelte für Sonstige Leistungen / Plakatierungsaufwand;1000
Kulturamt;Sonstige Aufwendungen / FK 800;51000
Kulturamt;Transfers an private Organisationen ohne Erwerbszweck;68500
Liechtensteinpalais;Geringwertige Wirtschaftsgüter;0
Liechtensteinpalais;Brennstoffe;22000
Liechtensteinpalais;Reinigungsmittel;1200
Liechtensteinpalais;Sonstige Verbrauchsgüter;500
Liechtensteinpalais;Blumenschmuck;500
Liechtensteinpalais;Geldbezüge Arbeiter;18000
Liechtensteinpalais;Geldbezüge Aushilfen;1300
Liechtensteinpalais;Dgb-Angest.Und Arbeit.;4100
Liechtensteinpalais;Pensionskassa DG-Beitrag;200
Liechtensteinpalais;Fla-Btg.F.Angest.U.Arb;800
Liechtensteinpalais;Energiebezüge;10000
Liechtensteinpalais;Instandhaltung von Gebäuden und Bauten;7400
Liechtensteinpalais;Instandh. Aufzug;1600
Liechtensteinpalais;Instandh. Heizung, Lüftungsanl.;600
Liechtensteinpalais;Instandh. Brandmeldeanlage;1800
Liechtensteinpalais;Instandhaltung von sonstigen Anlagen;500
Liechtensteinpalais;Instandh. Telefon- u. Alarmanl.;0
Liechtensteinpalais;Telekommunikationsdienste;1100
Liechtensteinpalais;Beratungskosten;0
Liechtensteinpalais;Kreditzinsen;6100
Liechtensteinpalais;Kreditzinsen;900
Liechtensteinpalais;Versicherungen;7600
Liechtensteinpalais;Öffentliche Abgaben;800
Liechtensteinpalais;Entgelte für sonstige Leistungen;500
Förderung der bildenden Künste;Ankauf von Werken;3500
Förderung der bildenden Künste;Energiebezüge;0
Förderung der bildenden Künste;Sonstige Aufwendungen;10000
Förderung der bildenden Künste;Transfers an private Organisationen ohne Erwerbszweck;43200
Musikschule;Betriebsausstattung;9400
Musikschule;Lehr- und Lernmittel;16500
Musikschule;Schuldentilgung;1100
Musikschule;Geringwertige Wirtschaftsgüter;8400
Musikschule;Brennstoffe;11000
Musikschule;Reinigungsmittel;600
Musikschule;Schreib- und Büromittel;1200
Musikschule;Druckwerke;6500
Musikschule;Vervielfältigungen;5000
Musikschule;Sonstige Verbrauchsgüter;1000
Musikschule;Geldbezüge Angestellte;1472800
Musikschule;Geldbezüge Aushilfen;1500
Musikschule;Reisegebühren;14200
Musikschule;Mehrleistungsvergütung;30300
Musikschule;Dienstjubiläen;23500
Musikschule;Dgb-Angest.Und Arbeit.;308600
Musikschule;Kommunalsteuer;51000
Musikschule;Pensionskassa DG-Beitrag;12400
Musikschule;Mitarbeitervorsorge (Abfertigung neu);8300
Musikschule;Fla-Btg.F.Angest.U.Arb;59100
Musikschule;Energiebezüge;13000
Musikschule;Instandhaltung von Grund und Boden;4000
Musikschule;Instandhaltung von Gebäuden und Bauten;17000
Musikschule;Instandh. Heizung;3500
Musikschule;Instandh. Brandmeldeanlage;2000
Musikschule;Fremdreinigung;2000
Musikschule;Instandhaltung von sonstigen Anlagen / Musikinstrumente;8500
Musikschule;Telekommunikationsdienste;1500
Musikschule;Datennetz Telekommunikationsdienste;7400
Musikschule;Kreditzinsen;200
Musikschule;Versicherungen;8600
Musikschule;Kostenbeiträge / Verumlagung;0
Musikschule;Sonstige Leistungen;200
Musikschule;Dv-Programme;2100
Musikschule;Aufwand Hygieneartikel;2400
Musikschule;Sonstige Aufwendungen;4500
Musikschule;Aufwand Veranstaltungen;30000
Förderung der Musikpflege;Transfers an private Organisationen ohne Erwerbszweck;244000
Förderung der darstellenden Kunst;Transfers an private Organisationen ohne Erwerbszweck;168000
Heimatgeschichte und -Museen;Transfers an private Organisationen ohne Erwerbszweck;85000
Stadtarchiv;Ankauf historische Gegenstände;6000
Stadtarchiv;Schreib- und Büromittel;300
Stadtarchiv;Geldbezüge Angestellte;116400
Stadtarchiv;Reisegebühren;1000
Stadtarchiv;Sonst.Aufwandsentschä.;3500
Stadtarchiv;Mehrleistungsvergütung;3500
Stadtarchiv;Dgb-Angest.Und Arbeit.;22400
Stadtarchiv;Pensionskassa DG-Beitrag;800
Stadtarchiv;Mitarbeitervorsorge (Abfertigung neu);500
Stadtarchiv;Fla-Btg.F.Angest.U.Arb;4800
Stadtarchiv;Energiebezüge;5000
Stadtarchiv;Instandhaltung von Gebäuden und Bauten;6500
Stadtarchiv;Instandh. Heizung;1500
Stadtarchiv;Datennetz Telekommunikationsdienste;1900
Stadtarchiv;Versicherungen;1600
Stadtarchiv;Mietzinse/Betriebskosten;10000
Stadtarchiv;Bibliothekserfordernisse / Archivaufwand;10200
Stadtarchiv;Entgelte für sonstige Leistungen;2800
Stadtarchiv;Dv-Programme;1200
Denkmalpflege;Instandhaltung, Anlagen,  Blumen;22000
Denkmalpflege;Kostenbeiträge / Verumlagung;0
Denkmalpflege;Erhaltung Denkmäler;1000
Denkmalpflege;Beitrag denkmalgeschützte Gebäude;50000
Altstadterhaltung und Ortsbildpflege;Geringwertige Wirtschaftsgüter / Häusertafeln historische Gebäude;1200
Altstadterhaltung und Ortsbildpflege;Ankauf von Fahnen u. Beschilderung;6000
Altstadterhaltung und Ortsbildpflege;Kostenbeiträge / Verumlagung;0
Altstadterhaltung und Ortsbildpflege;Ausschmückung von Straßen;25000
Altstadterhaltung und Ortsbildpflege;Behebung v. Schäden;4000
Allgemeine Förderung der Heimatpflege;Energiebezüge;0
Allgemeine Förderung der Heimatpflege;Aufwand grosse Glocke;500
Allgemeine Förderung der Heimatpflege;Brauchtumspflege;5000
Kulturhauptstadt 2024;Sonstige Aufwendungen;125000
